data,centro_distribuicao,categoria_produto,demanda,peso_total_kg,volume_total_m3,valor_total,capacidade_utilizada_pct,lead_time_dias,taxa_atraso_pct,evento_especial,dia_semana,mes,trimestre,tempo_picking_item_min,tempo_total_picking_min,taxa_erro_picking_pct,gargalo_picking_pct,complexidade_picking,tempo_embalagem_item_min,tempo_total_embalagem_min,taxa_erro_embalagem_pct,gargalo_embalagem_pct,fragilidade_produto,tempo_expedicao_min,gargalo_expedicao_pct,prioridade_expedicao,nivel_automacao_cd,tempo_total_processamento_min,dia_do_mes,dia_do_ano,semana_do_ano,fim_de_semana
2024-01-01,Florianopolis (SC),Vestuário,2614,2091.2,13.07,392100,174.27,1.8,48.21,,Monday,January,Q1,2.84,7426.14,5.11,148.52,media,1.57,4103.37,2.93,192.21,baixa,175.61,99.02,baixa,medio,180.02,1,1,1,False
2024-01-01,Florianopolis (SC),Alimentos,2116,10580.0,42.32,169280,141.07,1.43,41.54,,Monday,January,Q1,1.82,3847.27,4.09,120.23,baixa,2.3,4871.72,3.58,155.59,media,117.07,80.15,alta,medio,121.19,1,1,1,False
2024-01-01,Florianopolis (SC),Casa e Decoração,1543,12344.0,77.15,462900,102.87,2.59,57.77,,Monday,January,Q1,7.39,11397.16,6.65,87.67,alta,6.51,10047.44,4.56,113.46,alta,175.61,58.45,baixa,medio,189.51,1,1,1,False
2024-01-01,Florianopolis (SC),Beleza e Saúde,1710,2052.0,13.68,205200,114.0,1.9,57.43,,Monday,January,Q1,3.41,5829.55,5.11,97.16,media,2.56,4374.42,3.58,125.74,media,146.34,64.77,media,medio,152.31,1,1,1,False
2024-01-01,Florianopolis (SC),Esportes,1482,5928.0,37.05,370500,98.8,1.92,49.98,,Monday,January,Q1,5.17,7662.61,6.65,84.2,alta,3.2,4738.95,3.58,108.97,media,175.61,56.14,baixa,medio,183.98,1,1,1,False
2024-01-01,Florianopolis (SC),Livros e Mídia,1082,1082.0,4.328,75740,72.13,1.57,3.71,,Monday,January,Q1,1.36,1475.45,2.73,61.48,baixa,1.05,1132.33,2.09,79.56,baixa,117.07,40.98,baixa,medio,119.48,1,1,1,False
2024-01-01,Florianopolis (SC),Brinquedos,943,1886.0,16.974,94300,62.87,1.69,4.46,,Monday,January,Q1,3.41,3214.77,3.41,53.58,media,3.2,3015.41,2.56,69.34,media,97.56,35.72,media,medio,104.17,1,1,1,False
2024-01-02,Belem (PA),Eletrônicos,2033,7115.5,30.495,2439600,169.42,4.81,40.14,,Tuesday,January,Q1,6.88,13991.82,11.47,158.83,alta,6.12,12452.12,7.35,211.77,alta,240.0,105.89,media,baixo,253.01,2,2,1,False
2024-01-02,Belem (PA),Vestuário,1839,1471.2,9.195,275850,153.25,3.38,44.44,,Tuesday,January,Q1,2.94,5408.82,8.82,143.67,media,1.69,3103.31,4.72,191.56,baixa,288.0,95.78,baixa,baixo,292.63,2,2,1,False
2024-01-02,Belem (PA),Alimentos,2261,11305.0,45.22,180880,188.42,2.62,58.86,,Tuesday,January,Q1,1.88,4256.0,7.06,176.64,baixa,2.48,5595.98,5.77,235.52,media,192.0,117.76,alta,baixo,196.36,2,2,1,False
2024-01-02,Belem (PA),Casa e Decoração,1180,9440.0,59.0,354000,98.33,5.29,45.95,,Tuesday,January,Q1,7.65,9023.53,11.47,92.19,alta,7.0,8260.0,7.35,122.92,alta,288.0,61.46,baixa,baixo,302.65,2,2,1,False
2024-01-02,Belem (PA),Beleza e Saúde,1785,2142.0,14.28,214200,148.75,3.74,59.25,,Tuesday,January,Q1,3.53,6300.0,8.82,139.45,media,2.75,4908.75,5.77,185.94,media,240.0,92.97,media,baixo,246.28,2,2,1,False
2024-01-02,Belem (PA),Esportes,1211,4844.0,30.275,302750,100.92,3.85,42.68,,Tuesday,January,Q1,5.35,6482.41,11.47,94.61,alta,3.44,4162.81,5.77,126.15,media,288.0,63.07,baixa,baixo,296.79,2,2,1,False
2024-01-02,Belem (PA),Livros e Mídia,585,585.0,2.34,40950,48.75,2.0,5.22,,Tuesday,January,Q1,1.41,825.88,4.71,45.7,baixa,1.12,658.12,3.37,60.94,baixa,192.0,30.47,baixa,baixo,194.54,2,2,1,False
2024-01-02,Belem (PA),Brinquedos,1275,2550.0,22.95,127500,106.25,2.87,45.57,,Tuesday,January,Q1,3.53,4500.0,8.82,99.61,media,3.44,4382.81,5.77,132.81,media,240.0,66.41,media,baixo,246.97,2,2,1,False
2024-01-02,Recife (PE),Eletrônicos,3120,10920.0,46.8,3744000,173.33,3.09,49.79,,Tuesday,January,Q1,6.5,20280.0,8.67,195.0,alta,5.76,17985.88,5.76,243.75,alta,187.5,130.0,media,medio,199.76,2,2,1,False
2024-01-02,Recife (PE),Vestuário,3468,2774.4,17.34,520200,192.67,2.69,53.44,,Tuesday,January,Q1,2.78,9633.33,6.67,216.75,media,1.59,5508.0,3.71,270.94,baixa,225.0,144.5,baixa,medio,229.37,2,2,1,False
2024-01-02,Recife (PE),Alimentos,4435,22175.0,88.7,354800,246.39,2.15,54.56,,Tuesday,January,Q1,1.78,7884.44,5.33,277.19,baixa,2.33,10330.94,4.53,346.48,media,150.0,184.79,alta,medio,154.11,2,2,1,False
2024-01-02,Recife (PE),Casa e Decoração,2051,16408.0,102.55,615300,113.94,4.74,52.67,,Tuesday,January,Q1,7.22,14812.78,8.67,128.19,alta,6.59,13512.47,5.76,160.23,alta,225.0,85.46,baixa,medio,238.81,2,2,1,False
2024-01-02,Recife (PE),Beleza e Saúde,3183,3819.6,25.464,381960,176.83,2.26,56.71,,Tuesday,January,Q1,3.33,10610.0,6.67,198.94,media,2.59,8238.35,4.53,248.67,media,187.5,132.62,media,medio,193.42,2,2,1,False
2024-01-02,Recife (PE),Esportes,2116,8464.0,52.9,529000,117.56,2.89,40.82,,Tuesday,January,Q1,5.06,10697.56,8.67,132.25,alta,3.24,6845.88,4.53,165.31,media,225.0,88.17,baixa,medio,233.29,2,2,1,False
2024-01-02,Recife (PE),Livros e Mídia,1072,1072.0,4.288,75040,59.56,2.25,4.03,,Tuesday,January,Q1,1.33,1429.33,3.56,67.0,baixa,1.06,1135.06,2.65,83.75,baixa,150.0,44.67,baixa,medio,152.39,2,2,1,False
2024-01-02,Recife (PE),Brinquedos,2200,4400.0,39.6,220000,122.22,2.67,52.9,,Tuesday,January,Q1,3.33,7333.33,6.67,137.5,media,3.24,7117.65,4.53,171.88,media,187.5,91.67,media,medio,194.07,2,2,1,False
2024-01-02,Brasilia (DF),Eletrônicos,3663,12820.5,54.945,4395600,183.15,2.86,58.73,,Tuesday,January,Q1,6.36,23291.9,7.42,190.78,alta,5.57,20396.25,4.45,254.38,alta,158.82,127.19,media,medio,170.75,2,2,1,False
2024-01-02,Brasilia (DF),Vestuário,3142,2513.6,15.71,471300,157.1,2.34,42.27,,Tuesday,January,Q1,2.72,8538.04,5.71,163.65,media,1.53,4820.11,2.86,218.19,baixa,190.59,109.1,baixa,medio,194.84,2,2,1,False
2024-01-02,Brasilia (DF),Alimentos,3062,15310.0,61.24,244960,153.1,2.3,45.16,,Tuesday,January,Q1,1.74,5325.22,4.57,159.48,baixa,2.25,6889.5,3.5,212.64,media,127.06,106.32,alta,medio,131.05,2,2,1,False
2024-01-02,Brasilia (DF),Casa e Decoração,2330,18640.0,116.5,699000,116.5,4.23,51.1,,Tuesday,January,Q1,7.07,16461.96,7.42,121.35,alta,6.36,14827.27,4.45,161.81,alta,190.59,80.9,baixa,medio,204.02,2,2,1,False
2024-01-02,Brasilia (DF),Beleza e Saúde,2271,2725.2,18.168,272520,113.55,2.02,41.86,,Tuesday,January,Q1,3.26,7405.43,5.71,118.28,media,2.5,5677.5,3.5,157.71,media,158.82,78.85,media,medio,164.58,2,2,1,False
2024-01-02,Brasilia (DF),Esportes,2115,8460.0,52.875,528750,105.75,3.19,52.66,,Tuesday,January,Q1,4.95,10460.05,7.42,110.16,alta,3.12,6609.38,3.5,146.88,media,190.59,73.44,baixa,medio,198.66,2,2,1,False
2024-01-02,Brasilia (DF),Livros e Mídia,1456,1456.0,5.824,101920,72.8,1.64,4.58,,Tuesday,January,Q1,1.3,1899.13,3.04,75.83,baixa,1.02,1489.09,2.05,101.11,baixa,127.06,50.56,baixa,medio,129.39,2,2,1,False
2024-01-02,Brasilia (DF),Brinquedos,1480,2960.0,26.64,148000,74.0,2.89,6.67,,Tuesday,January,Q1,3.26,4826.09,3.8,77.08,media,3.12,4625.0,2.5,102.78,media,105.88,51.39,media,medio,112.27,2,2,1,False
2024-01-02,Sao Paulo (SP),Eletrônicos,12982,45437.0,194.73,15578400,259.64,1.56,57.97,,Tuesday,January,Q1,6.16,79941.79,5.13,405.69,alta,5.27,68399.78,3.16,540.92,alta,100.0,270.46,media,alto,111.43,2,2,1,False
2024-01-02,Sao Paulo (SP),Vestuário,11106,8884.8,55.53,1665900,222.12,1.21,42.03,,Tuesday,January,Q1,2.63,29226.32,3.95,347.06,media,1.45,16121.61,2.03,462.75,baixa,120.0,231.38,baixa,alto,124.08,2,2,1,False
2024-01-02,Sao Paulo (SP),Alimentos,5614,28070.0,112.28,449120,112.28,0.96,43.22,,Tuesday,January,Q1,1.68,9455.16,3.16,175.44,baixa,2.13,11952.39,2.48,233.92,media,80.0,116.96,alta,alto,83.81,2,2,1,False
2024-01-02,Sao Paulo (SP),Casa e Decoração,8235,65880.0,411.75,2470500,164.7,2.42,53.04,,Tuesday,January,Q1,6.84,56344.74,5.13,257.34,alta,6.02,49587.1,3.16,343.12,alta,120.0,171.56,baixa,alto,132.86,2,2,1,False
2024-01-02,Sao Paulo (SP),Beleza e Saúde,5137,6164.4,41.096,616440,102.74,1.46,43.95,,Tuesday,January,Q1,3.16,16222.11,3.95,160.53,media,2.37,12152.04,2.48,214.04,media,100.0,107.02,media,alto,105.52,2,2,1,False
2024-01-02,Sao Paulo (SP),Esportes,4372,17488.0,109.3,1093000,87.44,1.81,27.73,,Tuesday,January,Q1,4.79,20939.58,5.13,136.62,alta,2.96,12927.96,2.48,182.17,media,80.0,91.08,baixa,alto,87.75,2,2,1,False
2024-01-02,Sao Paulo (SP),Livros e Mídia,4071,4071.0,16.284,284970,81.42,1.12,17.6,,Tuesday,January,Q1,1.26,5142.32,2.11,127.22,baixa,0.97,3939.68,1.45,169.62,baixa,80.0,84.81,baixa,alto,82.23,2,2,1,False
2024-01-02,Sao Paulo (SP),Brinquedos,2601,5202.0,46.818,260100,52.02,1.42,4.53,,Tuesday,January,Q1,3.16,8213.68,2.63,81.28,media,2.96,7691.13,1.77,108.38,media,66.67,54.19,media,alto,72.78,2,2,1,False
2024-01-02,Florianopolis (SC),Eletrônicos,2964,10374.0,44.46,3556800,197.6,2.3,57.84,,Tuesday,January,Q1,6.65,19703.86,6.65,168.41,alta,5.7,16887.91,4.56,217.94,alta,146.34,112.27,media,medio,158.69,2,2,1,False
2024-01-02,Florianopolis (SC),Vestuário,2667,2133.6,13.335,400050,177.8,2.24,50.05,,Tuesday,January,Q1,2.84,7576.7,5.11,151.53,media,1.57,4186.57,2.93,196.1,baixa,175.61,101.02,baixa,medio,180.02,2,2,1,False
2024-01-02,Florianopolis (SC),Alimentos,2199,10995.0,43.98,175920,146.6,1.6,43.9,,Tuesday,January,Q1,1.82,3998.18,4.09,124.94,baixa,2.3,5062.81,3.58,161.69,media,117.07,83.3,alta,medio,121.19,2,2,1,False
2024-01-02,Florianopolis (SC),Casa e Decoração,1810,14480.0,90.5,543000,120.67,2.74,40.49,,Tuesday,January,Q1,7.39,13369.32,6.65,102.84,alta,6.51,11786.05,4.56,133.09,alta,175.61,68.56,baixa,medio,189.51,2,2,1,False
2024-01-02,Florianopolis (SC),Beleza e Saúde,1783,2139.6,14.264,213960,118.87,1.57,58.81,,Tuesday,January,Q1,3.41,6078.41,5.11,101.31,media,2.56,4561.16,3.58,131.1,media,146.34,67.54,media,medio,152.31,2,2,1,False
2024-01-02,Florianopolis (SC),Esportes,1640,6560.0,41.0,410000,109.33,2.57,47.4,,Tuesday,January,Q1,5.17,8479.55,6.65,93.18,alta,3.2,5244.19,3.58,120.59,media,175.61,62.12,baixa,medio,183.98,2,2,1,False
2024-01-02,Florianopolis (SC),Livros e Mídia,1043,1043.0,4.172,73010,69.53,1.64,4.86,,Tuesday,January,Q1,1.36,1422.27,2.73,59.26,baixa,1.05,1091.51,2.09,76.69,baixa,117.07,39.51,baixa,medio,119.48,2,2,1,False
2024-01-02,Florianopolis (SC),Brinquedos,1151,2302.0,20.718,115100,76.73,2.37,11.53,,Tuesday,January,Q1,3.41,3923.86,3.41,65.4,media,3.2,3680.52,2.56,84.63,media,97.56,43.6,media,medio,104.17,2,2,1,False
2024-01-03,Belem (PA),Eletrônicos,1794,6279.0,26.91,2152800,149.5,4.79,46.34,,Wednesday,January,Q1,6.88,12346.94,11.47,140.16,alta,6.12,10988.25,7.35,186.88,alta,240.0,93.44,media,baixo,253.01,3,3,1,False
2024-01-03,Belem (PA),Vestuário,1647,1317.6,8.235,247050,137.25,3.58,58.72,,Wednesday,January,Q1,2.94,4844.12,8.82,128.67,media,1.69,2779.31,4.72,171.56,baixa,288.0,85.78,baixa,baixo,292.63,3,3,1,False
2024-01-03,Belem (PA),Alimentos,2444,12220.0,48.88,195520,203.67,2.88,41.94,,Wednesday,January,Q1,1.88,4600.47,7.06,190.94,baixa,2.48,6048.9,5.77,254.58,media,192.0,127.29,alta,baixo,196.36,3,3,1,False
2024-01-03,Belem (PA),Casa e Decoração,1203,9624.0,60.15,360900,100.25,6.28,38.84,,Wednesday,January,Q1,7.65,9199.41,11.47,93.98,alta,7.0,8421.0,7.35,125.31,alta,288.0,62.66,baixa,baixo,302.65,3,3,1,False
2024-01-03,Belem (PA),Beleza e Saúde,1770,2124.0,14.16,212400,147.5,3.63,54.82,,Wednesday,January,Q1,3.53,6247.06,8.82,138.28,media,2.75,4867.5,5.77,184.38,media,240.0,92.19,media,baixo,246.28,3,3,1,False
2024-01-03,Belem (PA),Esportes,1273,5092.0,31.825,318250,106.08,4.16,47.19,,Wednesday,January,Q1,5.35,6814.29,11.47,99.45,alta,3.44,4375.94,5.77,132.6,media,288.0,66.3,baixa,baixo,296.79,3,3,1,False
2024-01-03,Belem (PA),Livros e Mídia,563,563.0,2.252,39410,46.92,2.75,5.62,,Wednesday,January,Q1,1.41,794.82,4.71,43.98,baixa,1.12,633.38,3.37,58.65,baixa,192.0,29.32,baixa,baixo,194.54,3,3,1,False
2024-01-03,Belem (PA),Brinquedos,1314,2628.0,23.652,131400,109.5,4.08,50.23,,Wednesday,January,Q1,3.53,4637.65,8.82,102.66,media,3.44,4516.88,5.77,136.88,media,240.0,68.44,media,baixo,246.97,3,3,1,False
2024-01-03,Recife (PE),Eletrônicos,3113,10895.5,46.695,3735600,172.94,3.82,54.04,,Wednesday,January,Q1,6.5,20234.5,8.67,194.56,alta,5.76,17945.53,5.76,243.2,alta,187.5,129.71,media,medio,199.76,3,3,1,False
2024-01-03,Recife (PE),Vestuário,2987,2389.6,14.935,448050,165.94,3.47,46.76,,Wednesday,January,Q1,2.78,8297.22,6.67,186.69,media,1.59,4744.06,3.71,233.36,baixa,225.0,124.46,baixa,medio,229.37,3,3,1,False
2024-01-03,Recife (PE),Alimentos,3667,18335.0,73.34,293360,203.72,2.01,51.57,,Wednesday,January,Q1,1.78,6519.11,5.33,229.19,baixa,2.33,8541.95,4.53,286.48,media,150.0,152.79,alta,medio,154.11,3,3,1,False
2024-01-03,Recife (PE),Casa e Decoração,1705,13640.0,85.25,511500,94.72,4.44,37.72,,Wednesday,January,Q1,7.22,12313.89,8.67,106.56,alta,6.59,11232.94,5.76,133.2,alta,225.0,71.04,baixa,medio,238.81,3,3,1,False
2024-01-03,Recife (PE),Beleza e Saúde,2700,3240.0,21.6,324000,150.0,2.8,40.61,,Wednesday,January,Q1,3.33,9000.0,6.67,168.75,media,2.59,6988.24,4.53,210.94,media,187.5,112.5,media,medio,193.42,3,3,1,False
2024-01-03,Recife (PE),Esportes,1777,7108.0,44.425,444250,98.72,3.73,40.67,,Wednesday,January,Q1,5.06,8983.72,8.67,111.06,alta,3.24,5749.12,4.53,138.83,media,225.0,74.04,baixa,medio,233.29,3,3,1,False
2024-01-03,Recife (PE),Livros e Mídia,869,869.0,3.476,60830,48.28,2.12,5.54,,Wednesday,January,Q1,1.33,1158.67,3.56,54.31,baixa,1.06,920.12,2.65,67.89,baixa,150.0,36.21,baixa,medio,152.39,3,3,1,False
2024-01-03,Recife (PE),Brinquedos,1847,3694.0,33.246,184700,102.61,3.15,40.8,,Wednesday,January,Q1,3.33,6156.67,6.67,115.44,media,3.24,5975.59,4.53,144.3,media,187.5,76.96,media,medio,194.07,3,3,1,False
2024-01-03,Brasilia (DF),Eletrônicos,3411,11938.5,51.165,4093200,170.55,3.05,52.75,,Wednesday,January,Q1,6.36,21689.51,7.42,177.66,alta,5.57,18993.07,4.45,236.88,alta,158.82,118.44,media,medio,170.75,3,3,1,False
2024-01-03,Brasilia (DF),Vestuário,3401,2720.8,17.005,510150,170.05,2.98,50.33,,Wednesday,January,Q1,2.72,9241.85,5.71,177.14,media,1.53,5217.44,2.86,236.18,baixa,190.59,118.09,baixa,medio,194.84,3,3,1,False
2024-01-03,Brasilia (DF),Alimentos,2615,13075.0,52.3,209200,130.75,2.24,45.42,,Wednesday,January,Q1,1.74,4547.83,4.57,136.2,baixa,2.25,5883.75,3.5,181.6,media,127.06,90.8,alta,medio,131.05,3,3,1,False
2024-01-03,Brasilia (DF),Casa e Decoração,2142,17136.0,107.1,642600,107.1,3.12,40.51,,Wednesday,January,Q1,7.07,15133.7,7.42,111.56,alta,6.36,13630.91,4.45,148.75,alta,190.59,74.38,baixa,medio,204.02,3,3,1,False
2024-01-03,Brasilia (DF),Beleza e Saúde,2369,2842.8,18.952,284280,118.45,2.55,53.92,,Wednesday,January,Q1,3.26,7725.0,5.71,123.39,media,2.5,5922.5,3.5,164.51,media,158.82,82.26,media,medio,164.58,3,3,1,False
2024-01-03,Brasilia (DF),Esportes,1848,7392.0,46.2,462000,92.4,2.39,28.98,,Wednesday,January,Q1,4.95,9139.57,7.42,96.25,alta,3.12,5775.0,3.5,128.33,media,190.59,64.17,baixa,medio,198.66,3,3,1,False
2024-01-03,Brasilia (DF),Livros e Mídia,1373,1373.0,5.492,96110,68.65,1.78,5.43,,Wednesday,January,Q1,1.3,1790.87,3.04,71.51,baixa,1.02,1404.2,2.05,95.35,baixa,127.06,47.67,baixa,medio,129.39,3,3,1,False
2024-01-03,Brasilia (DF),Brinquedos,1360,2720.0,24.48,136000,68.0,2.28,5.91,,Wednesday,January,Q1,3.26,4434.78,3.8,70.83,media,3.12,4250.0,2.5,94.44,media,105.88,47.22,media,medio,112.27,3,3,1,False
